userName,review,at,score,app_name,sentiment_label,sentiment_score
GET 182,"Mau aktivasi gagal terus, pulsa kesedot mulu gara gara aktivasi yg selalu gagal",2025-08-12 11:08:59,1,BCA Mobile,negative,0.9981846213340759
Aura Insani,sering ngga bisa di akses .,2025-08-12 10:56:46,3,BCA Mobile,negative,0.9917721152305603
Anti Skip Iklan,verifikasi muka susahh amaaat Minimal pake kamera iPhone apaa???? makin susah bnget dah bca m,2025-08-12 10:32:09,1,BCA Mobile,negative,0.9990806579589844
Gondol Dalbo,punya saya ngx bisa di buka,2025-08-12 10:28:31,2,BCA Mobile,neutral,0.9984627962112427
Dayat,sangat puas dengan pelayanan nya dan di permudah bembuatan m banking terimakasih BCA,2025-08-12 09:28:35,5,BCA Mobile,positive,0.997149646282196
Rey aldrian,kecewa dengan pihak BCA karna memblokir tanpa ada nya konfirmasi padahal rekening aktif !!,2025-08-12 07:54:27,1,BCA Mobile,negative,0.9980282187461853
Ade Agustin Agustin,Dengan adanya Aplikasi BCA Mobile saya sangat senang sekali bisa gampang untuk urusan apapun yg saya ingin. dengan mempunyai BCA Mobile ini saya sangat senang Terima kasih BCA. mobile,2025-08-12 07:07:12,5,BCA Mobile,positive,0.9983069896697998
Angelica Divine,"ui nya tolong di update lagi biar lebih enak + simpel, ga pusing",2025-08-12 06:53:01,3,BCA Mobile,neutral,0.8782677054405212
Kris Diayanto,aplikasi bego ga bisa dibuka,2025-08-12 06:51:10,1,BCA Mobile,negative,0.9954196214675903
Chandra Permana,aplikasi penyedot pulsa.. pinter bgt nyari duitnya negara wkwkwk.. berkali2 beli pulsa cuma buat kirim sms biar bisa login tapi setelah sms terkirim cuma dpt balesan maaf..🤣🤣🤣,2025-08-12 06:28:03,1,BCA Mobile,negative,0.9982682466506958
Lukman Box,karyawan BCA pemalas semua,2025-08-12 05:51:17,1,BCA Mobile,negative,0.9994113445281982
Muhammad Lutfi arif,bagus dan simple,2025-08-12 05:47:05,5,BCA Mobile,positive,0.9971699118614197
Dhody Sulaeman,"sangat membantu untuk transaksi apa pun,,trima kasih BCA mobile",2025-08-12 05:40:11,5,BCA Mobile,positive,0.9959102869033813
Alfa Pernandez,"fiturnya gampang banget, apalagi fitur qris nya, bikin saya boros min, tolong di buat susah minimal ""harus ada data ktp 1 keluarga gitu""",2025-08-12 04:52:31,5,BCA Mobile,negative,0.9799014329910278
Heti Rohaeti,The Best,2025-08-12 04:32:50,5,BCA Mobile,positive,0.9981558918952942
Halomoan Hasiholan,"gabisa download kenapa ya padahal ruang penyimpanan hp udah cukup, tapi masih aja engga bisa di download apk nya",2025-08-12 03:44:37,3,BCA Mobile,negative,0.9703421592712402
SHOLIKIN,bagus menarik cepat,2025-08-12 03:00:44,5,BCA Mobile,positive,0.9989405274391174
Shiwu Shi-wu (Shi-wu),"ok sekarang sampe bingung mau tulis apa ini keluhan banyak minta ampun🫥 untung di Manokwari pelayanan CS nya di bantuin sampe bisa semua biar kata HP ga ada kameranya di bantu sampe bisa sekalian di buatin kartu ATM baru yg bagusnya ga ada biaya. buat di BCA daerah lain, klean kek gitu juga jangan cantik doang tapi di bantu sampe semua masalah kelar",2025-08-12 01:45:23,5,BCA Mobile,negative,0.7694889903068542
Nayip Bukele,BCA Mobile Apps yg sangat sempurna. meskipun penampilannya sederhana tapi tidak pernah ada masalah saat transaksi atau lain². harap terus mempertahankan seperti ini jangan di ubah lagi gk perlu di ubah² lagi dari BCA Mobile cukup mempertahan seperti ini sudah jauh lebih baik👌👌👌,2025-08-12 00:15:32,5,BCA Mobile,positive,0.9966374635696411
Hekka,"Saya adalah nasabah Xpresi BCA. Saya tidak menyukai aplikasi BCA mobile jika seperti ini terus. Pertama, jika masih ada sekitar saldo ku sekitar 2 Ribu langsung Hilang dari BCA mobile. Jadilah Bangking Seabank tidak makan biaya bulanan. Kadang 10 ribu sudah dipotong tiap bulan kalau sisa uang 4 ribu hilang itu harus menunggu sekitar 2 hari baru hilang di BCA mobile. Saya pengguna seabank, Bank Aceh, tidak seperti BCA. Kadang saldoku 2 ribu tetap saja masih ada.",2025-08-12 00:03:14,1,BCA Mobile,negative,0.9976031184196472
Alzah Bsa,layanannya mantap dan cepat,2025-08-12 00:02:46,5,BCA Mobile,positive,0.9991996884346008
Ari Daek,mantap,2025-08-11 23:20:00,5,BCA Mobile,positive,0.9991832375526428
Wiwin Taufik,bgus,2025-08-11 21:53:38,4,BCA Mobile,positive,0.9748084545135498
Dessy Nurfia,memuaskan dan sangat membantu untuk melakukan transaksi dengan mudah,2025-08-11 21:25:53,5,BCA Mobile,positive,0.9986298084259033
Refsi Anggara,sangat membantu,2025-08-11 18:30:25,5,BCA Mobile,positive,0.9959172606468201
Andy Wijaya,belajar,2025-08-11 17:50:14,5,BCA Mobile,positive,0.9992960691452026
Joko Santoso,mudah dan cepat,2025-08-11 17:04:26,5,BCA Mobile,positive,0.9986296892166138
Zaka Raksa Nuratika Ridwanullah,"Jarang ngasih rating bintang 1, tapi ya kita perbulan berbayar, Ternyata banyak juga yg ngalamin susah masuk mbanking. wkwkw, semua udah dilakuin apa yg cs suruh, tetep ajh gk bisa, pagi, siang, malem di coba tetep gk bisa, ujung-ujungnya disuruh ke cabang, knpa gk dari awal? ngabisin pulsa, ngabisin waktu dan produktivitas juga. hmmm",2025-08-11 15:51:57,1,BCA Mobile,negative,0.9981607794761658
Demi Maharani,ini kenapa ya BCA kalau ada uang masuk ke rekening tapi pas cek saldo saldo nya tetap tidak bertambah? padahal bukti transfer ke rekening kita berhasil,2025-08-11 14:51:28,1,BCA Mobile,neutral,0.858976423740387
Adam Mokodompit,baik,2025-08-11 14:49:03,5,BCA Mobile,positive,0.9978936314582825
km budi wirantini,"mengapa BCA mobile tiba2 tidak bisa di buka setelah transaksi qris,",2025-08-11 14:38:18,5,BCA Mobile,neutral,0.6120171546936035
Putri AB88,like,2025-08-11 14:25:52,5,BCA Mobile,positive,0.9883511662483215
Yacub Prasetya,ini kenapa tidak bisa buka aplikasi mobile BCA yaa??,2025-08-11 14:19:53,3,BCA Mobile,neutral,0.7040242552757263
Firdinand Tri Sunarko,mantap....ok,2025-08-11 13:52:57,5,BCA Mobile,positive,0.9991858601570129
Ari Anto,mengecewakan sekali dgn adanya blok atm dan gak jelas,2025-08-11 13:21:14,1,BCA Mobile,negative,0.9994357228279114
Jajang Bhs,ok,2025-08-11 13:06:21,5,BCA Mobile,negative,0.998392641544342
Hendra,sempurna,2025-08-11 13:01:31,4,BCA Mobile,positive,0.9970405697822571
Wahyu Yudi,merepotkan cara daftar nya mending apk lain aja,2025-08-11 12:28:59,1,BCA Mobile,negative,0.9988721013069153
Ahmad Fatahillah,aplikasi buruk,2025-08-11 12:02:12,1,BCA Mobile,negative,0.9991531372070312
Asnan DredG,cepat dan akurat,2025-08-11 11:23:54,5,BCA Mobile,positive,0.9980547428131104
Dhesy Pratiwi,"makin buruk , untuk aktifasi aja sulit, tidak dapat diproses terus ulangi beberapa saat lagi. gimana mau nyaman untuk memakai aplikasi ini. ganti 1 kartu aja rewel jadi harus aktivasi ulang. padahal nomor yang terdaftar masih ada di hp",2025-08-11 11:05:05,1,BCA Mobile,negative,0.9991279244422913
Anang Bks,terimakasih atas ulasanya.sangat berguna sekali,2025-08-11 10:56:08,5,BCA Mobile,positive,0.9983097314834595
Lidya Desayu S,"setelah update,, aplikasi tdk bisa dibuka dan terus terhenti.. mohon perbaikannya,, mksh Edit : Harus di hapus dulu lalu instal ulang, kemudian baru bisa berjalan normal..",2025-08-11 10:18:28,4,BCA Mobile,neutral,0.9926968216896057
Lia Liadinata,Alhamdulillah sangat memuaskan,2025-08-11 09:23:35,5,BCA Mobile,positive,0.9991248250007629
Anhar zihan Anhar z,"aplikasi BCA mobail ini sangat membantu masyarakat, daftar nya juga praktis dan simpel, pelayanan nya juga ramah.semoga aplikasi ini kedepannya makin sukses.amin",2025-08-11 07:41:31,5,BCA Mobile,positive,0.9975777268409729
Asih Junaedi,Bermanfaat bgt,2025-08-11 06:27:50,5,BCA Mobile,positive,0.998593270778656
Bunda Rosiah,blm paham,2025-08-11 06:02:44,1,BCA Mobile,negative,0.9304534196853638
Agus Nurtomo,baik.,2025-08-11 05:57:43,5,BCA Mobile,positive,0.9816438555717468
Budi Triebtanto,"Dari banyak yang komen masalah verifikasi yang menyusahkan,menghabiskan pulsa SMS beberapa kali dan disuruh tlpn call center. Ini permasalahannya dari dulu begitu tidak ada perubahan...Baik secara kejadian namanya penipuan berkedok verifikasi log in..Bisa viral dan di laporkan ke OJK. Terima Kasih",2025-08-11 05:55:44,1,BCA Mobile,negative,0.9970281720161438
Zihan Zihan,ok,2025-08-11 05:00:08,5,BCA Mobile,negative,0.998392641544342
Erik Rana,mantap jiwa,2025-08-11 04:11:18,5,BCA Mobile,positive,0.9992812275886536
coco,"selalu force close setelah di update, tidak bisa digunakan, tolong diperbaiki",2025-08-11 02:51:26,4,BCA Mobile,negative,0.8332700729370117
Sony Nurwiyaya,"ini tolong nggak bisa masuk,disuruh masukkan nomor kartu atm 16 digit,sedangkan saya belum cetak kartu atm",2025-08-11 02:49:53,3,BCA Mobile,neutral,0.9738050699234009
Cok Mayun,good,2025-08-11 02:48:56,5,BCA Mobile,positive,0.9990602135658264
Muhamad Dimas,mantap,2025-08-11 02:09:19,5,BCA Mobile,positive,0.9991832375526428
Avan Nurivan,pelayanan mantap,2025-08-11 01:54:16,5,BCA Mobile,positive,0.9993916749954224
Ak ID,"maaf sebelumnya,kenapa tidak bisa cek mutasi rekening.",2025-08-11 01:34:20,3,BCA Mobile,neutral,0.9766075611114502
Pandi New,"halo saya kan pindah m-banking ke hp lain, setelah melakukan instruksi sampe ke SMS, tapi knapa ga dapet SMS balik dari m-banking yah?? mohon di bantu...",2025-08-10 23:30:47,5,BCA Mobile,negative,0.8948745727539062
ald.1969 sepur,Pelanggan tabungan-ku BCA tidak bisa pakai apk ini?,2025-08-10 23:21:54,3,BCA Mobile,neutral,0.7898630499839783
yudi Saepuloh,Bagus,2025-08-10 22:55:15,5,BCA Mobile,positive,0.9306374788284302
Firmansyah,good luck,2025-08-10 22:31:17,5,BCA Mobile,positive,0.9991068243980408
Tesan,selalu yg terbaik👍👍👍👌,2025-08-10 22:29:43,5,BCA Mobile,positive,0.9990620017051697
Geral Awulle,kenapa yah pas jadi harus verifikasi ulang nomor kartu kurang puas sihh,2025-08-10 20:29:04,1,BCA Mobile,negative,0.9988273978233337
Agus S,"Ganti hp verifikasi wajah selalu gagal kembali Hp lama eh mesti verifikasi lg dan gagal juga jadi zonk keduanya, telp cs tanya ini itu ujung2nya suruh ke kantor cabang ngabisin pulsa malah ngak membantu banyak nanya doank kalau belum handal verifikasi wajah kok di paksain bikin repot pelanggan aja yg lain buat aplikasi semakin simple ini malah bikin aplikasi yg semakin ribet",2025-08-10 18:59:45,2,BCA Mobile,negative,0.9992639422416687
Andri William Manalu,"Ketika SIM Card dilepas dan dimasukkan lagi, aplikasi meminta verifikasi ulang KTP dan wajah. verifikasi nya selalu gagal, setiap verifikasi harus harus ke harus kontak langsung ke halo BCA. Rempong",2025-08-10 18:18:19,1,BCA Mobile,negative,0.5067251324653625
Faisal Hamzah,"pelayanan apaan ini saat darurat hallo bca ga bisa saya hubungi, saya udh jawab tapi mereka ga denger suara saya, udh saya ulang beberapa kali tat tetap sama jawaban nya,, nelpon pake pulsa ga geratis.",2025-08-10 18:06:00,1,BCA Mobile,negative,0.8398390412330627
Aan Nurdiyansyah,the best,2025-08-10 16:56:56,5,BCA Mobile,positive,0.999146580696106
ARFAN SYAHFARIZKI,setiap sy mau login selalu di minta aktifvasi.ribet no hp email masih sama,2025-08-10 15:40:17,1,BCA Mobile,neutral,0.9966762065887451
Ade Hermawan,"jelek x ga ada bagus'y, baru aja jadi m-bca gua udah di isiin saldo awal ny jugA, baru aja log out bntar begitu mau login lagi malah mintak verifikasi ulang pke OTP segala, sampai habis pulsa gua krm verifikasi OTP trs tapi ga berhasil² juga, kecewa aku, kasih bintang 3 aja lah",2025-08-10 15:19:45,3,BCA Mobile,negative,0.9993889331817627
ary gunawan,"Notifikasi transaksi tidak bisa di hapus. Sangat menyusahkan sekali, tiap kali mau hapus inbox notifikasi harus verifikasi ulang.",2025-08-10 15:13:32,5,BCA Mobile,negative,0.9978510141372681
R Hanief Izhar Z,"Tidak mendapatkan otp, sudah tlp ke halo bca dan ke atm untuk registrasi tetap aja ga masuk otp",2025-08-10 14:53:03,1,BCA Mobile,neutral,0.9043565392494202
Azka qiandra Alyusuf,membantu sekali,2025-08-10 11:32:08,5,BCA Mobile,negative,0.8784545660018921
Danu Sasmita,good,2025-08-10 11:28:38,5,BCA Mobile,positive,0.9990602135658264
SLAMET HERWIN HARTONO (Herwin),sangat membantu dengan kondisi saya yang sulit berpergian demikian juga pergi ke ATM,2025-08-10 11:00:14,5,BCA Mobile,positive,0.9250013828277588
Alfi Ainul,pelayanan sat set💯,2025-08-10 10:34:52,5,BCA Mobile,neutral,0.9074810743331909
RIZQUEEN PRINTING,sangat berguna,2025-08-10 10:31:44,5,BCA Mobile,positive,0.996659517288208
faeyza gaffi,pengn dapet hadiah dari bca. hahaha maaf mudh mudhan updetan nya bagus verifikasi nya ga trllu lama kemanan nya mngkin meningkat,2025-08-10 10:31:33,5,BCA Mobile,positive,0.9965439438819885
Nano Panggayu,Terima kasih sangat membantu,2025-08-10 07:44:49,5,BCA Mobile,positive,0.9985307455062866
M Santoni,saya suka dengan aplikasi ini,2025-08-10 06:06:05,5,BCA Mobile,positive,0.9992009997367859
Purwanto Wanto,sangat bagus,2025-08-10 04:23:59,5,BCA Mobile,positive,0.9943695664405823
Safa Nabila,aplikasi terpercaya,2025-08-10 03:11:20,5,BCA Mobile,positive,0.998847484588623
MUYEN25,"Setelah mendownload lagi app ini tidak bisa masuk, sudah isi NIK KTP malah gak bisa registrasi",2025-08-10 02:22:48,1,BCA Mobile,negative,0.9099498987197876
yasin Ramadhan,"jaringan suka warna merah bikin jengkel tolong perbaiki sistem nya , ketika transaksi belanja tiba-tiba warna merah",2025-08-10 01:23:08,1,BCA Mobile,negative,0.9972203969955444
novita arvianti,admin bulanannya terlalu tinggi buat yang blue,2025-08-10 00:41:59,3,BCA Mobile,negative,0.9964470267295837
bekty ir officialtv,mempermudah transaksi,2025-08-09 23:42:04,5,BCA Mobile,positive,0.9985883831977844
Eddy Wahyudi,"protektif, aman",2025-08-09 23:35:33,5,BCA Mobile,neutral,0.5113992094993591
Kahar Riayatuddin,di coba login dulu karena atmnya dan nomor HP nya sudah berganti,2025-08-09 22:00:31,5,BCA Mobile,neutral,0.998896598815918
Arif Kurniawan,"hebat , simple dan gak ribet",2025-08-09 21:32:06,5,BCA Mobile,positive,0.9982284903526306
Agus Purwanto,bagus keren,2025-08-09 21:24:08,5,BCA Mobile,positive,0.999226450920105
29chyau,saya cek sekarang ga bisa masuk. ada tulisan sedang ada pemeliharaan sistem!!!! astaga!!!!!,2025-08-09 21:11:30,1,BCA Mobile,negative,0.9990835189819336
Peter Empe,bagus,2025-08-09 21:10:46,5,BCA Mobile,positive,0.9980973601341248
Oris Ariyanto,kok gangguan yah M-banking nya pas masuk kok silahkan kembali untuk ngecek ulang karna ada pemiliharaan secara berkala maksd nya apa yah,2025-08-09 21:01:29,5,BCA Mobile,neutral,0.8535463809967041
tanti amoy,Pihak bank BCA harus segera mengganti orang2 yg mengelola APK ini karna bisa menurunkan citra bank BCA,2025-08-09 21:00:12,1,BCA Mobile,neutral,0.9955012202262878
Yulis Lestari,gangguan Kenapa cepet donk jangan gangguan,2025-08-09 20:52:52,2,BCA Mobile,positive,0.6770312190055847
candra maulana,"hallo, apakah aplikasi BCA mobile malam ini sedang ada maintenance?",2025-08-09 20:44:30,5,BCA Mobile,neutral,0.9865096211433411
Soleh Soleh12,kebanyakan ofline,2025-08-09 20:37:02,1,BCA Mobile,negative,0.9989638328552246
Soya Ntan,"hllo BCA,,,knpa hari ini TDK bisa buka aplikasinya yaa?",2025-08-09 20:31:34,3,BCA Mobile,neutral,0.9971653819084167
Komang A. Suardika,"Knapa waktu saya butuh malah tidak bisa, pemeliharaan sistemn apaan lahh saya SGT urgent",2025-08-09 20:20:41,1,BCA Mobile,negative,0.994674801826477
Nisa dwi Kristima,sipppp,2025-08-09 18:16:06,5,BCA Mobile,neutral,0.8779430389404297
Anonymous 0,lg kepepet ada acara eror segala udah minta pembaruanya maksa giliran diperbarui malah forceclose terus kalau udh ga ada masalah akan saya rubah bintangnya scara bertahap,2025-08-09 17:46:34,1,BCA Mobile,negative,0.9964003562927246
The Anto,selalu diskripsi,2025-08-09 16:38:00,3,BCA Mobile,positive,0.6259700059890747
M'ay chamila,baik,2025-08-09 15:43:19,5,BCA Mobile,positive,0.9978936314582825
Hanif Fauzi,Ya ampun harus ada pulsa ya untuk ngirim SMS nya😴,2025-08-09 15:17:26,3,BCA Mobile,negative,0.9976344108581543
UD Harimbob,amazing,2025-08-09 14:32:26,5,BCA Mobile,positive,0.9985207915306091
Aero X,"apa versi update terbaru apa sudah bisa fitur aksesibilitas tetap aktif,semoga fitur aksesibilitas tetap aktif ya dan mohon selanjutnya jangan sampai mematikan fitur lain di ponsel utk tetap bisa akses Mbca",2025-08-09 13:54:01,4,BCA Mobile,neutral,0.9897234439849854
Dewa Devi,sangat membantu,2025-08-09 13:48:57,5,BCA Mobile,positive,0.9959172606468201
Ratna Mardiningsih,"tolong dong buat aplikasi mbca agar bisa di download hp samsung j2 frame,",2025-08-09 13:34:10,3,BCA Mobile,neutral,0.9990812540054321
Eko Wibowo,keren,2025-08-09 13:15:03,5,BCA Mobile,positive,0.9992368221282959
Herman Apandi,"aku ditransfer dari luar negeri tapi ga nyampe² malahan uangnya kembali ke pengirim, apakah atm saya dibekukan",2025-08-09 12:29:44,4,BCA Mobile,neutral,0.8648215532302856
riki zalastika,sangat membantu,2025-08-09 11:30:40,5,BCA Mobile,positive,0.9959172606468201
Frederica,"jujur secara keamanan lebih aman yg aplikasi mybca ini aga tricky yaaaa,, ui ux / tampilan aplikasi dan kemudahannya nya lebih mudah mybca keamanan cmn taut nomor doang (tersebar berita otp penipu takutnya tetep takutnya resiko). Sebelum daftar sedia pulsa buat verifikasi & otp ya guys. Sebelum daftar aplikasi ke ATM dulu nautin nomor di ATM dulu (baca tutorial di web2 BCA banyak). secara notifikasi hmm aku bingung 😕 harus cek + ga ada naut langsung ke email kl email kn enak tiap tercatat",2025-08-09 09:30:57,2,BCA Mobile,negative,0.5379788279533386
Annaghe 1982,sangat membantu,2025-08-09 09:29:02,5,BCA Mobile,positive,0.9959172606468201
MAS RICKO,"kenapa transfer ke Blu BCA digital harus kena admin.apakah Blu milik bank lain,padahal BLU juga milik BCA.heran dah",2025-08-09 06:34:57,2,BCA Mobile,negative,0.9951501488685608
Erlina Erna,"MENDINGAN PINDAHIN PERBANKAN KALIAN KEBANK LAIN, DARIPADA AMBIL DI ATM YG PECAHAN MERAKYAT/TERKECIL SANGAT SULIT",2025-08-09 06:23:22,1,BCA Mobile,negative,0.9989373087882996
SUBUR,semoga bermanfaat,2025-08-09 05:06:04,3,BCA Mobile,positive,0.9985916018486023
Sayadi,ok,2025-08-09 04:54:00,5,BCA Mobile,negative,0.998392641544342
Irma Okta,Sangat puas,2025-08-09 04:48:31,5,BCA Mobile,positive,0.9982253909111023
Ibnu Hasyim,"kok gk bisa login ya, tiap masuk mbca masukan nomor kartu loading lama tiba' tidak bisa",2025-08-09 04:28:09,3,BCA Mobile,negative,0.8234303593635559
Predi Bari baki,"sangat memuasakan pelayanan dari BCA..simpel,mudah dan yg pasti dapat diakses kapan saja dimana saja..sukses selalu BCA...",2025-08-09 02:17:11,5,BCA Mobile,positive,0.9986055493354797
Gilang Alfathan,sangan memudah kan transaksi,2025-08-09 01:21:48,5,BCA Mobile,positive,0.996705949306488
Tuti Alawiyah,sangat membantu,2025-08-09 00:57:19,5,BCA Mobile,positive,0.9959172606468201
nanang rudianto,ok,2025-08-09 00:34:13,5,BCA Mobile,negative,0.998392641544342
Rusdy Anwar,mudah dan sangat membantu,2025-08-08 23:12:34,5,BCA Mobile,positive,0.997800886631012
eka purwanti,Pagi bca... Knp akhir akhir ini saya mau transfer selalu loading trus ya. Katanya koneksi internet. Padahal saya buat cek saldo dan mutasi lancar. Sy pake wifi jadi gk mungkin koneksi internet kan. Mhn penjelasan nya. Tks,2025-08-08 23:12:15,4,BCA Mobile,negative,0.7847901582717896
Abdul Rosid,Sangat Baik,2025-08-08 22:36:50,5,BCA Mobile,positive,0.9763610363006592
Adrian Praju,aplikasi sampah jaringan bagus wifi bagus lampu msh aja merah biru terus menerus gk hijau².,2025-08-08 15:53:13,1,BCA Mobile,negative,0.792655885219574
istiana intan,makin kesini makain susah,2025-08-08 15:48:33,1,BCA Mobile,negative,0.9964996576309204
Peeweez,merah terus..padahal jaringan bagus,2025-08-08 14:30:29,1,BCA Mobile,negative,0.9987419247627258
Setelan channel,instagram telah mengirim saya 5rb dolar dari juni hingga agustus belum terlihat di rekening saya. status di instagram sudah di bayarkan. gimana cara gaduin ke pihak bank,2025-08-08 13:57:29,1,BCA Mobile,negative,0.7361365556716919
Wahyu Hidayat,pin mbanking sya keblokir giman cara nya bnerin nya BPK ibu,2025-08-08 13:09:45,5,BCA Mobile,negative,0.5494803190231323
Eva Siti,"Ribet banget daftarnya yaAllohh bertele tele banget, ini baru daftar belum pas udah masuk aplikasinya. Tolong di perbaiki ya kalo bisa no hp yang sama bisa di pake 2 m - banking🙏🏻",2025-08-08 12:51:15,1,BCA Mobile,negative,0.9978419542312622
Barokah 01,mantap,2025-08-08 12:07:35,5,BCA Mobile,positive,0.9991832375526428
Pak Wiyono,ok,2025-08-08 11:13:26,5,BCA Mobile,negative,0.998392641544342
Ahmad Channel,gaada notif uang masuk,2025-08-08 10:33:38,1,BCA Mobile,neutral,0.9657258987426758
Sulis Tiawati,"penanganan yang jos,...",2025-08-08 09:59:37,5,BCA Mobile,negative,0.9969306588172913
Siti Mulyati,bank paling simple praktis nyaman aman ramah,2025-08-08 09:32:14,5,BCA Mobile,positive,0.9989179372787476
Evan_KhoVoNk,Good Apps,2025-08-08 09:22:16,5,BCA Mobile,positive,0.9977174997329712
Ojan Mobile Legends,"Kenapa bca mobile saya tidak bisa dibuka min,",2025-08-08 08:23:34,4,BCA Mobile,neutral,0.8664554953575134
sukra iwayan,"mbanking ribet ga simpel, tidak lebih baik dari livin mandiri",2025-08-08 08:22:00,1,BCA Mobile,negative,0.9961711764335632
Erick Henriques,Mantap Pokoknya Terbaik,2025-08-08 07:37:01,5,BCA Mobile,positive,0.9991669654846191
Pena Penantian,"bagus, untuk transaksi transfer mudah 👍",2025-08-08 05:01:02,5,BCA Mobile,positive,0.9981448650360107
Madi gaming,baru baru ini uangku tiba tiba hilang sebesar 50 rbu padahal dh lama menggunakan BCA ini kok bsa hilang 50 rbu,2025-08-08 04:29:11,1,BCA Mobile,negative,0.9890192151069641
Pipitnur Nur,memang baik,2025-08-08 04:17:56,5,BCA Mobile,negative,0.9249675869941711
Merry Chen,mempermudah transaksi,2025-08-08 03:34:29,5,BCA Mobile,positive,0.9985883831977844
Samuel az-zaki,semenjak update mau pindah mbanking ke hp baru jadi susah gagal terus di vermuk gaa jelas,2025-08-08 03:15:48,1,BCA Mobile,negative,0.9968260526657104
Minto Waluy0,okkk,2025-08-08 02:52:16,5,BCA Mobile,negative,0.850710928440094
Heri Anto,terbaik,2025-08-08 01:31:31,5,BCA Mobile,positive,0.9972357153892517
Endang Bodong,membantu,2025-08-08 01:28:54,5,BCA Mobile,positive,0.9465089440345764
Christian Hendra Raharja,ini kenapa tiba2 lampu merah terus ga hijau jadi ga bisa transaksi? lagi error??,2025-08-08 01:07:27,1,BCA Mobile,negative,0.9978446960449219
Momm za,No Comen good jooobbbbbb dah,2025-08-07 22:48:17,5,BCA Mobile,positive,0.9971004128456116
Riyan Efendi,"maaf sya kasih bintang 1 karena id saya dibca ini diblokir/dibekukan saya memang jarang gunakannya cuma klo gaji masuk saja saya gunakan, saya sangat kecewa ini saya harus beralih ke bank lain untuk trima gaji",2025-08-07 18:48:16,1,BCA Mobile,negative,0.9993477463722229
Omen Bray,segeeerr,2025-08-07 18:26:37,5,BCA Mobile,positive,0.9692265391349792
Freddy Agatha,jelek,2025-08-07 18:03:04,1,BCA Mobile,negative,0.9985276460647583
MUHAMMAD FATHIR,bagus sekali 👍👍👍,2025-08-07 15:56:05,5,BCA Mobile,positive,0.9990944862365723
Amirul Mukminin,Beda myBca dengan BCA mobile apa sih?,2025-08-07 15:36:33,5,BCA Mobile,neutral,0.9447605013847351
Linar Kartika Syanni,the best,2025-08-07 15:25:18,5,BCA Mobile,positive,0.999146580696106
Semangat Bessar,tq my bca,2025-08-07 15:06:21,5,BCA Mobile,neutral,0.9936447143554688
Ahmad Madoen Madoen,ok,2025-08-07 14:39:21,5,BCA Mobile,negative,0.998392641544342
Suto tono011,"mlm,,maaf saya mau tanya lupa no 16 kartu di bca mobile,,trus mau login lg gak bisa,,gmn solusi ny",2025-08-07 14:34:17,5,BCA Mobile,neutral,0.9930169582366943
Rizki Muhammad,okeee,2025-08-07 14:03:37,5,BCA Mobile,positive,0.7788657546043396
Fernando Manalu,sangat membantu terima kasih,2025-08-07 13:35:30,4,BCA Mobile,positive,0.9979904890060425
Juntak Juntak,👍,2025-08-07 11:47:35,5,BCA Mobile,positive,0.999146580696106
Ragil Maulana,"top, sangat membantu dan prosesnya sangat mudah dan sangat mudah dimengerti fitur fiturnya... sukses buat BCA",2025-08-07 11:42:42,5,BCA Mobile,positive,0.9973299503326416
Ujang Rahmat,verifikasi nya sulit banget sampe beribu2 kali gagal terus ada solusikah,2025-08-07 11:36:07,1,BCA Mobile,negative,0.9988237023353577
husna alwafa,"parah sangat jelek..setiap login,minta data ,tapi di tolak mulu,padahal udah sesuai..tolong di perbaiki.malu2in nama bca..bego ora becus.bukan mempermudah,tapi mempersusah..udah ber kali2 kejadian begini",2025-08-07 10:05:28,1,BCA Mobile,negative,0.9994094371795654
Muhamad solih hermawan Hermawan,mantap,2025-08-07 09:42:57,5,BCA Mobile,positive,0.9991832375526428
zillfa rama dina supanji,Bagus,2025-08-07 09:03:51,4,BCA Mobile,positive,0.9306374788284302
Mohammad Rafi,"Minta OTP udh sering tpi ga ada nerima OTP satupun, Cacatt!!",2025-08-07 09:02:14,1,BCA Mobile,negative,0.9984312653541565
Jhony Faridz,terima kasih atas perhatian nya..kedepan lebih cekatan dlm menangani customer..CS nya mohon jgn terlalu belibet..over all..👍👍👍👍👍,2025-08-07 08:58:49,5,BCA Mobile,positive,0.9987068176269531
Try Asmarani,"mau ganti nmor hape aja harus ke kantor cabang dlu. ribet min. mending tu dipermudah tu kaya mandiri bisa online. bukan nya apa ribet, ngantri lagi, juga gak semua orang pada punya waktu buat antri. mbanking di masukin aja susah harus ke kantor cabang dlu misal nya keluar. verifikasi sampe berkali kali. ga bisa dri dlu awal pake bca sampe skrng ribet nya ga kelar²",2025-08-07 08:17:49,2,BCA Mobile,negative,0.9895450472831726
ilmira putri,sangat berguna,2025-08-07 08:15:34,5,BCA Mobile,positive,0.996659517288208
Raya putrigeook,"siang.. kenapa yam banking saya susah di buka,apakah di blokir gegara ppatk.tiap mau transaksi lampunya wrn merah gk warna hijau",2025-08-07 08:05:22,4,BCA Mobile,neutral,0.6710765361785889
sanari 7887,ok,2025-08-07 07:56:48,5,BCA Mobile,negative,0.998392641544342
Wiwis Sudarti,ribettt lumayan mempersulit,2025-08-07 07:54:30,1,BCA Mobile,negative,0.9990076422691345
Sujarwadi031,sangat menyenangkan pakai mbca,2025-08-07 05:30:09,3,BCA Mobile,positive,0.9979903697967529
